timestamp,load_kw
2006-12-17 10:45:00,4.945600
2006-12-17 10:50:00,3.168400
2006-12-17 10:55:00,5.097600
2006-12-17 11:00:00,3.139200
2006-12-17 11:05:00,2.448800
2006-12-17 11:10:00,1.754400
2006-12-17 11:15:00,1.620400
2006-12-17 11:20:00,3.130400
2006-12-17 11:25:00,3.828000
2006-12-17 11:30:00,3.859200
2006-12-17 11:35:00,2.259200
2006-12-17 11:40:00,1.897600
2006-12-17 11:45:00,1.744400
2006-12-17 11:50:00,1.993200
2006-12-17 11:55:00,1.977200
2006-12-17 12:00:00,1.970000
2006-12-17 12:05:00,1.950000
2006-12-17 12:10:00,1.591200
2006-12-17 12:15:00,1.748400
2006-12-17 12:20:00,2.184000
2006-12-17 12:25:00,2.370400
2006-12-17 12:30:00,1.993600
2006-12-17 12:35:00,2.315600
2006-12-17 12:40:00,1.711600
2006-12-17 12:45:00,1.719200
2006-12-17 12:50:00,1.720400
2006-12-17 12:55:00,1.716000
2006-12-17 13:00:00,1.755200
2006-12-17 13:05:00,1.650400
2006-12-17 13:10:00,1.475200
2006-12-17 13:15:00,1.442400
2006-12-17 13:20:00,1.463200
2006-12-17 13:25:00,1.444400
2006-12-17 13:30:00,1.437200
2006-12-17 13:35:00,1.765600
2006-12-17 13:40:00,1.820400
2006-12-17 13:45:00,1.805200
2006-12-17 13:50:00,1.841200
2006-12-17 13:55:00,2.028800
2006-12-17 14:00:00,1.772800
2006-12-17 14:05:00,2.046000
2006-12-17 14:10:00,1.963600
2006-12-17 14:15:00,2.114000
2006-12-17 14:20:00,2.125600
2006-12-17 14:25:00,2.360800
2006-12-17 14:30:00,2.162000
2006-12-17 14:35:00,2.133600
2006-12-17 14:40:00,2.108400
2006-12-17 14:45:00,1.956400
2006-12-17 14:50:00,2.176800
2006-12-17 14:55:00,2.191600
2006-12-17 15:00:00,2.111200
2006-12-17 15:05:00,2.017600
2006-12-17 15:10:00,2.019600
2006-12-17 15:15:00,2.162000
2006-12-17 15:20:00,2.280800
2006-12-17 15:25:00,3.894000
2006-12-17 15:30:00,2.924400
2006-12-17 15:35:00,3.798400
2006-12-17 15:40:00,4.938800
2006-12-17 15:45:00,4.063200
2006-12-17 15:50:00,2.785600
2006-12-17 15:55:00,2.829200
2006-12-17 16:00:00,2.829600
2006-12-17 16:05:00,2.792400
2006-12-17 16:10:00,2.795600
2006-12-17 16:15:00,2.800400
2006-12-17 16:20:00,4.018400
2006-12-17 16:25:00,4.825600
2006-12-17 16:30:00,4.850400
2006-12-17 16:35:00,2.864800
2006-12-17 16:40:00,2.782800
2006-12-17 16:45:00,2.788800
2006-12-17 16:50:00,3.187200
2006-12-17 16:55:00,3.376400
2006-12-17 17:00:00,3.414800
2006-12-17 17:05:00,3.506000
2006-12-17 17:10:00,3.653200
2006-12-17 17:15:00,3.744000
2006-12-17 17:20:00,3.341600
2006-12-17 17:25:00,3.286800
2006-12-17 17:30:00,3.034400
2006-12-17 17:35:00,3.261200
2006-12-17 17:40:00,3.356400
2006-12-17 17:45:00,3.288000
2006-12-17 17:50:00,3.415200
2006-12-17 17:55:00,3.579600
2006-12-17 18:00:00,3.414800
2006-12-17 18:05:00,3.299600
2006-12-17 18:10:00,3.249200
2006-12-17 18:15:00,4.941200
2006-12-17 18:20:00,3.607600
2006-12-17 18:25:00,3.580800
2006-12-17 18:30:00,3.529200
2006-12-17 18:35:00,3.414000
2006-12-17 18:40:00,3.618400
2006-12-17 18:45:00,3.750800
2006-12-17 18:50:00,3.904800
2006-12-17 18:55:00,4.054800
2006-12-17 19:00:00,3.942800
2006-12-17 19:05:00,2.733200
2006-12-17 19:10:00,3.117600
2006-12-17 19:15:00,2.219200
2006-12-17 19:20:00,2.292800
2006-12-17 19:25:00,2.120800
2006-12-17 19:30:00,2.446000
2006-12-17 19:35:00,3.878800
2006-12-17 19:40:00,3.264400
2006-12-17 19:45:00,3.110000
2006-12-17 19:50:00,3.108000
2006-12-17 19:55:00,2.667200
2006-12-17 20:00:00,2.451600
2006-12-17 20:05:00,2.566000
2006-12-17 20:10:00,2.918400
2006-12-17 20:15:00,3.333600
2006-12-17 20:20:00,3.998000
2006-12-17 20:25:00,3.676800
2006-12-17 20:30:00,3.614800
2006-12-17 20:35:00,3.648000
2006-12-17 20:40:00,3.554800
2006-12-17 20:45:00,3.387600
2006-12-17 20:50:00,3.812800
2006-12-17 20:55:00,3.375600
2006-12-17 21:00:00,3.478800
2006-12-17 21:05:00,3.038800
2006-12-17 21:10:00,3.098800
2006-12-17 21:15:00,3.092400
2006-12-17 21:20:00,3.085200
2006-12-17 21:25:00,3.170400
2006-12-17 21:30:00,3.101600
2006-12-17 21:35:00,3.126000
2006-12-17 21:40:00,3.072400
2006-12-17 21:45:00,2.906800
2006-12-17 21:50:00,2.698000
2006-12-17 21:55:00,2.620000
2006-12-17 22:00:00,2.687200
2006-12-17 22:05:00,2.375600
2006-12-17 22:10:00,1.651200
2006-12-17 22:15:00,1.674800
2006-12-17 22:20:00,1.684800
2006-12-17 22:25:00,1.626000
2006-12-17 22:30:00,1.726000
2006-12-17 22:35:00,1.274400
2006-12-17 22:40:00,0.820800
2006-12-17 22:45:00,0.904400
2006-12-17 22:50:00,0.865200
2006-12-17 22:55:00,0.925600
2006-12-17 23:00:00,0.774400
2006-12-17 23:05:00,0.551200
2006-12-17 23:10:00,0.461200
2006-12-17 23:15:00,0.318400
2006-12-17 23:20:00,0.346800
2006-12-17 23:25:00,0.430400
2006-12-17 23:30:00,0.466800
2006-12-17 23:35:00,0.380400
2006-12-17 23:40:00,0.450400
2006-12-17 23:45:00,0.444400
2006-12-17 23:50:00,0.353600
2006-12-17 23:55:00,0.274800
2006-12-18 00:00:00,0.227200
2006-12-18 00:05:00,0.228400
2006-12-18 00:10:00,0.306400
2006-12-18 00:15:00,0.301200
2006-12-18 00:20:00,0.347600
2006-12-18 00:25:00,0.369200
2006-12-18 00:30:00,0.286800
2006-12-18 00:35:00,0.203200
2006-12-18 00:40:00,0.203600
2006-12-18 00:45:00,0.243200
2006-12-18 00:50:00,0.303600
2006-12-18 00:55:00,0.296000
2006-12-18 01:00:00,0.317600
2006-12-18 01:05:00,0.369600
2006-12-18 01:10:00,0.283200
2006-12-18 01:15:00,0.292000
2006-12-18 01:20:00,0.286800
2006-12-18 01:25:00,0.363600
2006-12-18 01:30:00,0.371600
2006-12-18 01:35:00,0.369200
2006-12-18 01:40:00,0.317200
2006-12-18 01:45:00,0.302000
2006-12-18 01:50:00,0.278800
2006-12-18 01:55:00,0.208000
2006-12-18 02:00:00,0.264800
2006-12-18 02:05:00,0.311600
2006-12-18 02:10:00,0.304400
2006-12-18 02:15:00,0.303600
2006-12-18 02:20:00,0.252800
2006-12-18 02:25:00,0.244800
2006-12-18 02:30:00,0.283600
2006-12-18 02:35:00,0.266000
2006-12-18 02:40:00,0.309200
2006-12-18 02:45:00,0.306800
2006-12-18 02:50:00,0.305200
2006-12-18 02:55:00,0.260800
2006-12-18 03:00:00,0.258400
2006-12-18 03:05:00,0.296000
2006-12-18 03:10:00,0.388000
2006-12-18 03:15:00,0.443600
2006-12-18 03:20:00,0.378000
2006-12-18 03:25:00,0.345200
2006-12-18 03:30:00,0.251200
2006-12-18 03:35:00,0.207200
2006-12-18 03:40:00,0.208800
2006-12-18 03:45:00,0.224800
2006-12-18 03:50:00,0.339200
2006-12-18 03:55:00,0.378800
2006-12-18 04:00:00,0.336000
2006-12-18 04:05:00,0.240400
2006-12-18 04:10:00,0.210400
2006-12-18 04:15:00,0.903600
2006-12-18 04:20:00,1.341200
2006-12-18 04:25:00,1.418800
2006-12-18 04:30:00,1.399200
2006-12-18 04:35:00,1.445200
2006-12-18 04:40:00,1.390000
2006-12-18 04:45:00,1.317200
2006-12-18 04:50:00,1.328000
2006-12-18 04:55:00,0.986000
2006-12-18 05:00:00,0.391200
2006-12-18 05:05:00,0.382800
2006-12-18 05:10:00,0.342400
2006-12-18 05:15:00,0.280800
2006-12-18 05:20:00,0.285200
2006-12-18 05:25:00,0.276000
2006-12-18 05:30:00,0.300800
2006-12-18 05:35:00,0.310000
2006-12-18 05:40:00,0.301200
2006-12-18 05:45:00,0.228000
2006-12-18 05:50:00,0.213600
2006-12-18 05:55:00,0.210000
2006-12-18 06:00:00,0.242400
2006-12-18 06:05:00,0.386000
2006-12-18 06:10:00,0.366800
2006-12-18 06:15:00,0.286000
2006-12-18 06:20:00,0.216000
2006-12-18 06:25:00,0.212400
2006-12-18 06:30:00,0.210400
2006-12-18 06:35:00,0.279200
2006-12-18 06:40:00,0.311200
2006-12-18 06:45:00,2.217200
2006-12-18 06:50:00,1.917200
2006-12-18 06:55:00,0.675200
2006-12-18 07:00:00,0.675200
2006-12-18 07:05:00,0.682000
2006-12-18 07:10:00,0.822800
2006-12-18 07:15:00,0.844400
2006-12-18 07:20:00,3.108000
2006-12-18 07:25:00,3.338800
2006-12-18 07:30:00,3.520400
2006-12-18 07:35:00,3.912400
2006-12-18 07:40:00,4.180000
2006-12-18 07:45:00,3.412400
2006-12-18 07:50:00,2.521200
2006-12-18 07:55:00,2.387600
2006-12-18 08:00:00,1.744000
2006-12-18 08:05:00,2.083200
2006-12-18 08:10:00,3.504400
2006-12-18 08:15:00,3.619600
2006-12-18 08:20:00,1.987200
2006-12-18 08:25:00,1.416400
2006-12-18 08:30:00,1.342800
2006-12-18 08:35:00,1.311600
2006-12-18 08:40:00,1.312400
2006-12-18 08:45:00,1.323600
2006-12-18 08:50:00,1.739600
2006-12-18 08:55:00,3.600800
2006-12-18 09:00:00,3.696400
2006-12-18 09:05:00,2.833200
2006-12-18 09:10:00,1.316400
2006-12-18 09:15:00,1.320400
2006-12-18 09:20:00,1.320000
2006-12-18 09:25:00,1.344800
2006-12-18 09:30:00,1.316800
2006-12-18 09:35:00,1.300800
2006-12-18 09:40:00,1.266800
2006-12-18 09:45:00,1.299200
2006-12-18 09:50:00,1.255600
2006-12-18 09:55:00,1.281600
2006-12-18 10:00:00,1.341600
2006-12-18 10:05:00,1.340000
2006-12-18 10:10:00,1.308000
2006-12-18 10:15:00,1.245600
2006-12-18 10:20:00,1.249600
2006-12-18 10:25:00,1.329600
2006-12-18 10:30:00,1.347200
2006-12-18 10:35:00,1.355600
2006-12-18 10:40:00,1.347200
2006-12-18 10:45:00,1.327600
2006-12-18 10:50:00,1.258400
2006-12-18 10:55:00,1.265200
2006-12-18 11:00:00,1.251600
2006-12-18 11:05:00,1.384400
2006-12-18 11:10:00,1.506000
2006-12-18 11:15:00,1.449200
2006-12-18 11:20:00,1.537200
2006-12-18 11:25:00,1.527200
2006-12-18 11:30:00,1.574000
2006-12-18 11:35:00,1.618000
2006-12-18 11:40:00,1.621200
2006-12-18 11:45:00,1.726000
2006-12-18 11:50:00,1.793200
2006-12-18 11:55:00,1.755200
2006-12-18 12:00:00,1.654800
2006-12-18 12:05:00,1.627200
2006-12-18 12:10:00,1.637200
2006-12-18 12:15:00,1.629600
2006-12-18 12:20:00,1.665600
2006-12-18 12:25:00,1.866400
2006-12-18 12:30:00,2.715600
2006-12-18 12:35:00,2.647200
2006-12-18 12:40:00,1.397200
2006-12-18 12:45:00,1.411200
2006-12-18 12:50:00,1.415600
2006-12-18 12:55:00,1.405200
2006-12-18 13:00:00,1.493600
2006-12-18 13:05:00,1.739200
2006-12-18 13:10:00,1.852000
2006-12-18 13:15:00,1.843600
2006-12-18 13:20:00,1.807600
2006-12-18 13:25:00,1.744000
2006-12-18 13:30:00,1.669200
2006-12-18 13:35:00,1.664800
2006-12-18 13:40:00,1.710400
2006-12-18 13:45:00,1.693600
2006-12-18 13:50:00,1.704800
2006-12-18 13:55:00,1.262000
2006-12-18 14:00:00,1.080800
2006-12-18 14:05:00,1.441600
2006-12-18 14:10:00,1.608400
2006-12-18 14:15:00,1.734800
2006-12-18 14:20:00,1.872800
2006-12-18 14:25:00,1.872000
2006-12-18 14:30:00,1.844000
2006-12-18 14:35:00,1.892000
2006-12-18 14:40:00,1.857600
2006-12-18 14:45:00,1.816400
2006-12-18 14:50:00,1.870000
2006-12-18 14:55:00,1.906000
2006-12-18 15:00:00,1.962000
2006-12-18 15:05:00,1.978400
2006-12-18 15:10:00,1.736400
2006-12-18 15:15:00,1.698400
2006-12-18 15:20:00,1.647600
2006-12-18 15:25:00,1.704800
2006-12-18 15:30:00,1.942400
2006-12-18 15:35:00,1.810800
2006-12-18 15:40:00,1.814800
2006-12-18 15:45:00,1.708800
2006-12-18 15:50:00,1.703600
2006-12-18 15:55:00,1.703600
2006-12-18 16:00:00,1.646400
2006-12-18 16:05:00,1.644800
2006-12-18 16:10:00,1.741200
2006-12-18 16:15:00,1.720000
2006-12-18 16:20:00,1.697200
2006-12-18 16:25:00,1.644000
2006-12-18 16:30:00,1.809200
2006-12-18 16:35:00,2.570400
2006-12-18 16:40:00,2.256800
2006-12-18 16:45:00,2.575200
2006-12-18 16:50:00,2.200800
2006-12-18 16:55:00,1.885600
2006-12-18 17:00:00,1.802000
2006-12-18 17:05:00,1.741600
2006-12-18 17:10:00,2.063600
2006-12-18 17:15:00,2.861600
2006-12-18 17:20:00,2.374800
2006-12-18 17:25:00,1.925200
2006-12-18 17:30:00,2.018000
2006-12-18 17:35:00,2.375200
2006-12-18 17:40:00,2.170400
2006-12-18 17:45:00,1.875600
2006-12-18 17:50:00,2.104800
2006-12-18 17:55:00,2.546000
2006-12-18 18:00:00,2.678800
2006-12-18 18:05:00,2.597600
2006-12-18 18:10:00,2.699200
2006-12-18 18:15:00,2.596800
2006-12-18 18:20:00,2.507600
2006-12-18 18:25:00,2.045600
2006-12-18 18:30:00,1.832800
2006-12-18 18:35:00,2.220400
2006-12-18 18:40:00,2.248000
2006-12-18 18:45:00,2.452000
2006-12-18 18:50:00,2.618000
2006-12-18 18:55:00,2.333600
2006-12-18 19:00:00,1.455200
2006-12-18 19:05:00,1.409200
2006-12-18 19:10:00,1.836800
2006-12-18 19:15:00,2.470400
2006-12-18 19:20:00,4.500000
2006-12-18 19:25:00,4.728000
2006-12-18 19:30:00,4.964000
2006-12-18 19:35:00,2.977200
2006-12-18 19:40:00,1.749200
2006-12-18 19:45:00,1.785600
2006-12-18 19:50:00,1.965200
2006-12-18 19:55:00,1.533200
2006-12-18 20:00:00,1.656400
2006-12-18 20:05:00,1.684800
2006-12-18 20:10:00,2.890400
2006-12-18 20:15:00,3.768800
2006-12-18 20:20:00,3.483200
2006-12-18 20:25:00,3.282000
2006-12-18 20:30:00,2.902400
2006-12-18 20:35:00,3.449600
2006-12-18 20:40:00,3.395600
2006-12-18 20:45:00,3.387200
2006-12-18 20:50:00,3.362000
2006-12-18 20:55:00,3.344400
2006-12-18 21:00:00,3.292800
2006-12-18 21:05:00,3.287600
2006-12-18 21:10:00,2.942000
2006-12-18 21:15:00,2.200800
2006-12-18 21:20:00,2.031600
2006-12-18 21:25:00,2.016400
2006-12-18 21:30:00,1.874800
2006-12-18 21:35:00,1.863200
2006-12-18 21:40:00,1.778000
2006-12-18 21:45:00,1.658800
2006-12-18 21:50:00,1.596800
2006-12-18 21:55:00,1.494000
2006-12-18 22:00:00,1.519600
2006-12-18 22:05:00,1.458400
2006-12-18 22:10:00,1.367600
2006-12-18 22:15:00,1.399600
2006-12-18 22:20:00,1.413200
2006-12-18 22:25:00,1.418000
2006-12-18 22:30:00,1.451600
2006-12-18 22:35:00,1.426400
2006-12-18 22:40:00,1.442000
2006-12-18 22:45:00,2.843200
2006-12-18 22:50:00,2.590800
2006-12-18 22:55:00,2.535200
2006-12-18 23:00:00,2.230800
2006-12-18 23:05:00,1.976400
2006-12-18 23:10:00,2.153600
2006-12-18 23:15:00,2.149200
2006-12-18 23:20:00,2.132400
2006-12-18 23:25:00,1.986000
2006-12-18 23:30:00,1.803600
2006-12-18 23:35:00,1.826400
2006-12-18 23:40:00,0.951200
2006-12-18 23:45:00,0.491200
2006-12-18 23:50:00,0.437200
2006-12-18 23:55:00,0.429200
2006-12-19 00:00:00,0.427200
2006-12-19 00:05:00,0.400400
2006-12-19 00:10:00,0.326400
2006-12-19 00:15:00,0.278400
2006-12-19 00:20:00,0.254000
2006-12-19 00:25:00,0.327600
2006-12-19 00:30:00,0.918000
2006-12-19 00:35:00,1.416800
2006-12-19 00:40:00,1.362000
2006-12-19 00:45:00,1.407600
2006-12-19 00:50:00,1.526800
2006-12-19 00:55:00,1.400400
2006-12-19 01:00:00,0.761600
2006-12-19 01:05:00,0.352800
2006-12-19 01:10:00,0.340800
2006-12-19 01:15:00,0.313200
2006-12-19 01:20:00,0.272800
2006-12-19 01:25:00,0.323200
2006-12-19 01:30:00,0.284000
2006-12-19 01:35:00,0.247200
2006-12-19 01:40:00,0.290800
2006-12-19 01:45:00,0.354000
2006-12-19 01:50:00,0.342800
2006-12-19 01:55:00,0.353200
2006-12-19 02:00:00,0.334800
2006-12-19 02:05:00,0.404800
2006-12-19 02:10:00,0.386800
2006-12-19 02:15:00,0.330800
2006-12-19 02:20:00,0.343200
2006-12-19 02:25:00,0.357200
2006-12-19 02:30:00,0.353600
2006-12-19 02:35:00,0.257200
2006-12-19 02:40:00,0.259200
2006-12-19 02:45:00,0.293200
2006-12-19 02:50:00,0.330400
2006-12-19 02:55:00,0.275600
2006-12-19 03:00:00,0.356400
2006-12-19 03:05:00,0.358000
2006-12-19 03:10:00,0.319200
2006-12-19 03:15:00,0.253600
2006-12-19 03:20:00,0.258400
2006-12-19 03:25:00,0.250800
2006-12-19 03:30:00,0.320000
2006-12-19 03:35:00,0.326800
2006-12-19 03:40:00,0.356800
2006-12-19 03:45:00,0.351200
2006-12-19 03:50:00,0.295200
2006-12-19 03:55:00,0.253200
2006-12-19 04:00:00,0.251600
2006-12-19 04:05:00,0.294000
2006-12-19 04:10:00,0.353600
2006-12-19 04:15:00,0.462400
2006-12-19 04:20:00,0.466000
2006-12-19 04:25:00,0.420000
2006-12-19 04:30:00,0.304800
2006-12-19 04:35:00,0.249200
2006-12-19 04:40:00,0.253600
2006-12-19 04:45:00,0.256400
2006-12-19 04:50:00,0.257200
2006-12-19 04:55:00,0.365200
2006-12-19 05:00:00,0.426800
2006-12-19 05:05:00,0.355600
2006-12-19 05:10:00,0.247200
2006-12-19 05:15:00,0.255600
2006-12-19 05:20:00,0.256800
2006-12-19 05:25:00,0.246800
2006-12-19 05:30:00,0.252400
2006-12-19 05:35:00,0.349600
2006-12-19 05:40:00,0.389600
2006-12-19 05:45:00,0.382400
2006-12-19 05:50:00,0.265200
2006-12-19 05:55:00,0.252000
2006-12-19 06:00:00,0.252400
2006-12-19 06:05:00,0.255200
2006-12-19 06:10:00,0.276000
2006-12-19 06:15:00,0.359200
2006-12-19 06:20:00,0.378400
2006-12-19 06:25:00,0.415200
2006-12-19 06:30:00,0.409200
2006-12-19 06:35:00,0.333200
2006-12-19 06:40:00,0.328400
2006-12-19 06:45:00,2.464400
2006-12-19 06:50:00,2.328000
2006-12-19 06:55:00,1.756400
2006-12-19 07:00:00,0.894400
2006-12-19 07:05:00,0.629200
2006-12-19 07:10:00,0.634000
2006-12-19 07:15:00,0.590800
2006-12-19 07:20:00,0.572800
2006-12-19 07:25:00,0.616800
2006-12-19 07:30:00,1.886400
2006-12-19 07:35:00,3.082400
2006-12-19 07:40:00,3.255600
2006-12-19 07:45:00,3.482800
2006-12-19 07:50:00,2.963200
2006-12-19 07:55:00,2.819200
2006-12-19 08:00:00,2.835200
2006-12-19 08:05:00,3.750000
2006-12-19 08:10:00,4.326400
2006-12-19 08:15:00,3.288400
2006-12-19 08:20:00,1.994400
2006-12-19 08:25:00,1.884000
2006-12-19 08:30:00,1.640000
2006-12-19 08:35:00,2.138400
2006-12-19 08:40:00,4.922400
2006-12-19 08:45:00,7.136800
2006-12-19 08:50:00,6.564000
2006-12-19 08:55:00,6.068400
2006-12-19 09:00:00,5.534000
2006-12-19 09:05:00,4.268800
2006-12-19 09:10:00,2.251200
2006-12-19 09:15:00,2.463200
2006-12-19 09:20:00,1.695200
2006-12-19 09:25:00,1.195200
2006-12-19 09:30:00,0.524800
2006-12-19 09:35:00,0.380000
2006-12-19 09:40:00,0.241200
2006-12-19 09:45:00,0.238000
2006-12-19 09:50:00,0.311600
2006-12-19 09:55:00,0.310000
